# command:    ssu-cmsearch --hmm-cW 1.5 --no-null3 --noalign -T -1 --tab cydrasil-3-ssu-align/cydrasil-3-ssu-align.1/cydrasil-3-ssu-align.1.tab --viterbi /usr/local/share/ssu-align-0.1.1/ssu-align-0p1.cm cydrasil-3-ssu-align/cydrasil-v3-sequence-list.fasta.1
# date:       Fri May 28 22:04:58 2021
# num seqs:   218
# dbsize(Mb): 0.627724
#
# Pre-search info for CM 1: archaea
#
# rnd  mod  alg  cfg   beta  bit sc cut
# ---  ---  ---  ---  -----  ----------
#   1  hmm  vit  loc      -       -1.00
#
# CM: archaea
#                                                                                                                      target coord   query coord                         
#                                                                                                            ----------------------  ------------                         
# model name  target name                                                                                         start        stop  start   stop    bit sc   E-value  GC%
# ----------  ---------------------------------------------------------------------------------------------  ----------  ----------  -----  -----  --------  --------  ---
  bacteria    CY-NCBI-KM019993.1#g__Aphanothece.s__hegewaldii.str__SAG253-80                                          1        1464      1   1582   1930.93         -   55
  bacteria    CY-NCBI-FM177488.1#g__Aphanothece.s__minutissima.str__2LT34S03                                          1        1456      1   1582   1991.72         -   56
  bacteria    CY-NCBI-NC_000932.1#g__Arabidopsis.s__thaliana.str__chloroplast                                         1        1491      1   1582   1905.66         -   56
  bacteria    CY-NCBI-NC_000932.1#g__Arabidopsis.s__thaliana.str__chloroplast                                       219         178      1   1582      0.38         -   62
  bacteria    CY-NCBI-KM019974.1#g__Arthronema.s__africanum.str__SAG12-89                                             1        1461      1   1582   1986.24         -   55
  bacteria    CY-NCBI-AF218370.1#g__Arthronema.s__gygaxiana.str__UTCC393                                              1        1388      1   1582   1878.73         -   53
  bacteria    CY-NCBI-GQ184185.1#g__Arthrospira.s__jenneri.str__EB9604                                                7        1335      1   1582   1753.85         -   56
  bacteria    CY-NCBI-GQ184185.1#g__Arthrospira.s__jenneri.str__EB9604                                              421         397      1   1582     -0.51         -   52
  bacteria    CY-NCBI-GQ206141.1#g__Limnospira.s__maxima.str__BJ2000                                                  7        1330      1   1582   1742.24         -   56
  bacteria    CY-NCBI-GQ206141.1#g__Limnospira.s__maxima.str__BJ2000                                                421         397      1   1582     -0.51         -   52
  bacteria    CY-IMG-643170170#g__Limnospira.s__maxima.str__CS-328                                                    1        1482      1   1582   2020.45         -   56
  bacteria    CY-IMG-643170170#g__Limnospira.s__maxima.str__CS-328                                                  501         477      1   1582     -0.51         -   52
  bacteria    CY-NCBI-KC217543.1#g__Limnospira.s__maxima.str__CY-023                                                  5        1300      1   1582   1726.54         -   55
  bacteria    CY-NCBI-KC217543.1#g__Limnospira.s__maxima.str__CY-023                                                374         350      1   1582     -0.51         -   52
  bacteria    CY-NCBI-EF564663.1#g__Limnospira.s__maxima.str__FACHB-438                                               2        1453      1   1582   1935.94         -   55
  bacteria    CY-NCBI-EF564663.1#g__Limnospira.s__maxima.str__FACHB-438                                             504         480      1   1582     -0.51         -   52
  bacteria    CY-NCBI-DQ393281.1#g__Limnospira.s__maxima.str__KCTC-AG30054                                            1        1453      1   1582   1957.20         -   56
  bacteria    CY-NCBI-DQ393281.1#g__Limnospira.s__maxima.str__KCTC-AG30054                                          501         477      1   1582     -0.51         -   52
  bacteria    CY-NCBI-KF840789.1#g__Arthrospira.s__platensis.str__540                                                19        1383      1   1582   1799.15         -   56
  bacteria    CY-NCBI-KF840789.1#g__Arthrospira.s__platensis.str__540                                               475         451      1   1582     -0.51         -   52
  bacteria    CY-IMG-2507447852#g__Arthrospira.s__platensis.str__C1                                                   1        1477      1   1582   2001.57         -   56
  bacteria    CY-IMG-2507447852#g__Arthrospira.s__platensis.str__C1                                                 501         477      1   1582     -0.51         -   52
  bacteria    CY-NCBI-KC195870.1#g__Arthrospira.s__platensis.str__CBN3                                                9        1436      1   1582   1922.71         -   56
  bacteria    CY-NCBI-KC195870.1#g__Arthrospira.s__platensis.str__CBN3                                              457         433      1   1582     -0.51         -   52
  bacteria    CY-NCBI-EF222475.1#g__Arthrospira.s__platensis.str__CG590                                               2        1479      1   1582   1991.66         -   56
  bacteria    CY-NCBI-EF222475.1#g__Arthrospira.s__platensis.str__CG590                                             500         476      1   1582     -0.51         -   52
  bacteria    CY-NCBI-KJ463625.1#g__Arthrospira.s__platensis.str__CHM                                                 1        1481      1   1582   2019.97         -   56
  bacteria    CY-NCBI-KJ463625.1#g__Arthrospira.s__platensis.str__CHM                                               501         477      1   1582     -0.51         -   52
  bacteria    CY-NCBI-HQ008227.1#g__Arthrospira.s__platensis.str__EEW4                                                1        1361      1   1582   1816.67         -   55
  bacteria    CY-NCBI-HQ008227.1#g__Arthrospira.s__platensis.str__EEW4                                              464         440      1   1582     -0.51         -   52
  bacteria    CY-NCBI-KC195865.1#g__Arthrospira.s__platensis.str__F3S                                                 1        1460      1   1582   1955.57         -   56
  bacteria    CY-NCBI-KC195865.1#g__Arthrospira.s__platensis.str__F3S                                               481         457      1   1582     -0.51         -   52
  bacteria    CY-IMG-646129542#g__Arthrospira.s__platensis.str__Paraca                                                2        1487      1   1582   2022.27         -   56
  bacteria    CY-IMG-646129542#g__Arthrospira.s__platensis.str__Paraca                                              506         482      1   1582     -0.51         -   52
  bacteria    CY-NCBI-DQ393280.1#g__Limnospira.s__fusiformis.str__SAG85-79                                            1        1453      1   1582   1947.90         -   55
  bacteria    CY-NCBI-DQ393280.1#g__Limnospira.s__fusiformis.str__SAG85-79                                          501         477      1   1582     -0.51         -   52
  bacteria    CY-IMG-2687782036#g__Arthrospira.s__platensis.str__YZ                                                   1        1491      1   1582   2035.65         -   56
  bacteria    CY-IMG-2687782036#g__Arthrospira.s__platensis.str__YZ                                                 510         486      1   1582     -0.51         -   52
  bacteria    CY-IMG-2753109263#g__Limnospira.s__indica.str__PCC8005                                                  1        1490      1   1582   2028.49         -   56
  bacteria    CY-IMG-2753109263#g__Limnospira.s__indica.str__PCC8005                                                509         485      1   1582     -0.51         -   52
  bacteria    CY-IMG-2775927286#g__Aulosira.s__laxa.str__NIES-50                                                      1        1491      1   1582   2048.90         -   54
  bacteria    CY-IMG-2775927731#g__Aulosira.s__laxa.str__NIES-50                                                      1        1491      1   1582   2045.96         -   54
  bacteria    CY-NCBI-MT664818.1#g__Crassifilum.s__sp.str__BN27                                                       1        1451      1   1582   1939.74         -   56
  bacteria    CY-NCBI-HQ847567.1#g__Brasilonema.s__angustatum.str__HA4187-MV1                                         3        1479      1   1582   1992.14         -   55
  bacteria    CY-NCBI-HQ847562.1#g__Brasilonema.s__octagenarum.str__HA4186-MV1                                        3        1479      1   1582   1996.46         -   54
  bacteria    CY-NCBI-GQ443308.1#g__Brasilonema.s__roberti-lamyi.str__los-manantiales1                                1        1369      1   1582   1813.86         -   55
  bacteria    CY-NCBI-EF117246.1#g__Brasilonema.s__sennae.str__CENA114                                                1        1415      1   1582   1864.15         -   55
  bacteria    CY-NCBI-KT731163.1#g__Brasilonema.s__sp.str__CENA347                                                    1        1415      1   1582   1855.38         -   54
  bacteria    CY-NCBI-KR137581.1#g__Brasilonema.s__sp.str__CENA360                                                    1        1414      1   1582   1854.74         -   54
  bacteria    CY-NCBI-KR137582.1#g__Brasilonema.s__sp.str__CENA361                                                    1        1415      1   1582   1849.09         -   55
  bacteria    CY-NCBI-KR137587.1#g__Brasilonema.s__sp.str__CENA366                                                    1        1415      1   1582   1871.75         -   55
  bacteria    CY-NCBI-KR137602.1#g__Brasilonema.s__sp.str__CENA381                                                    1        1415      1   1582   1876.76         -   54
  bacteria    CY-NCBI-KR137603.1#g__Brasilonema.s__sp.str__CENA382                                                    1        1415      1   1582   1872.74         -   54
  bacteria    CY-NCBI-KJ636963.1#g__Brasilonema.s__sp.str__NQAIF325                                                   1        1345      1   1582   1787.20         -   54
  bacteria    CY-NCBI-EF490447.1#g__Brasilonema.s__terrestre.str__CENA116                                             1        1415      1   1582   1861.97         -   55
  bacteria    CY-NCBI-JN676147.1#g__Brasilonema.s__tolantongensis.str__Tolantongo                                     1        1242      1   1582   1661.52         -   54
  bacteria    CY-NCBI-KM019945.1#g__Calothrix.s__anomala.str__SAG-1410-4                                              1        1461      1   1582   1952.23         -   54
  bacteria    CY-NCBI-HM573459.1#g__Calothrix.s__brevissima.str__Ind9                                                17        1364      1   1582   1600.93         -   52
  bacteria    CY-NCBI-HM573459.1#g__Calothrix.s__brevissima.str__Ind9                                               183         159      1   1582      2.20         -   52
  bacteria    CY-NCBI-KT818631.1#g__Calothrix.s__brevissima.str__MBDU-613                                             1        1238      1   1582   1646.02         -   54
  bacteria    CY-IMG-2776206505#g__Calothrix.s__brevissima.str__NIES-22                                               1        1491      1   1582   2020.09         -   54
  bacteria    CY-IMG-2776208717#g__Calothrix.s__brevissima.str__NIES-22                                               1        1491      1   1582   2022.50         -   54
  bacteria    CY-NCBI-KT740998.1#g__Calothrix.s__contarenii.str__SABC022701                                          26        1375      1   1582   1610.63         -   52
  bacteria    CY-NCBI-LN997862.1#g__Calothrix.s__desertica.str__KSU-AQIQ-13                                           1        1335      1   1582   1715.34         -   52
  bacteria    CY-NCBI-LN997862.1#g__Calothrix.s__desertica.str__KSU-AQIQ-13                                        1197        1172      1   1582      0.20         -   38
  bacteria    CY-IMG-2510023964#g__Calothrix.s__desertica.str__PCC7102                                                1        1365      1   1582   1760.20         -   52
  bacteria    CY-IMG-2510023964#g__Calothrix.s__desertica.str__PCC7102                                             1234        1209      1   1582      0.20         -   38
  bacteria    CY-IMG-2510025932#g__Calothrix.s__desertica.str__PCC7102                                                1        1365      1   1582   1762.15         -   52
  bacteria    CY-IMG-2510025932#g__Calothrix.s__desertica.str__PCC7102                                             1234        1209      1   1582      0.20         -   38
  bacteria    CY-NCBI-NR_114995.1#g__Calothrix.s__desertica.str__PCC7102                                              1        1400      1   1582   1820.23         -   52
  bacteria    CY-NCBI-NR_114995.1#g__Calothrix.s__desertica.str__PCC7102                                           1168        1143      1   1582      0.20         -   38
  bacteria    CY-NCBI-KM982554.1#g__Calothrix.s__desertica.str__SERB-5                                                1        1401      1   1582   1547.19         -   56
  bacteria    CY-NCBI-KM982554.1#g__Calothrix.s__desertica.str__SERB-5                                             1167        1142      1   1582      0.20         -   38
  bacteria    CY-NCBI-KP096227.1#g__Calothrix.s__dolichomeres.str__MBDU013                                            1        1250      1   1582   1631.59         -   54
  bacteria    CY-NCBI-KP096228.1#g__Calothrix.s__linearis.str__MBDU005                                                1        1283      1   1582   1716.23         -   54
  bacteria    CY-NCBI-KM019924.1#g__Calothrix.s__membranacea.str__SAG-1410-1                                          1        1459      1   1582   1962.87         -   55
  bacteria    CY-IMG-2776198669#g__Calothrix.s__parasitica.str__NIES-267                                              1        1489      1   1582   2043.30         -   53
  bacteria    CY-IMG-2790724068#g__Calothrix.s__rhizosoleniae.str__SC01                                               1        1494      1   1582   2063.78         -   54
  bacteria    CY-NCBI-KM019957.1#g__Calothrix.s__scopulorum.str__SAG-36-79                                            1        1458      1   1582   1894.23         -   52
  bacteria    CY-NCBI-KM019957.1#g__Calothrix.s__scopulorum.str__SAG-36-79                                         1225        1200      1   1582      0.20         -   38
  bacteria    CY-NCBI-FR798918.1#g__Calothrix.s__sp.str__2T08                                                         1        1460      1   1582   1901.03         -   52
  bacteria    CY-NCBI-FR798918.1#g__Calothrix.s__sp.str__2T08                                                      1226        1201      1   1582      0.20         -   38
  bacteria    CY-IMG-2656460795#g__Calothrix.s__sp.str__336-3                                                         1        1489      1   1582   2048.01         -   54
  bacteria    CY-NCBI-KM019977.1#g__Calothrix.s__sp.str__96-26-LPP3                                                   1        1460      1   1582   2041.06         -   56
  bacteria    CY-NCBI-AM230694.1#g__Calothrix.s__sp.str__AHLA9                                                        1        1308      1   1582   1678.56         -   53
  bacteria    CY-NCBI-AY493597.1#g__Calothrix.s__sp.str__ANT-LPR2-4                                                   1        1460      1   1582   1996.30         -   54
  bacteria    CY-NCBI-FJ661008.1#g__Calothrix.s__sp.str__Asko-12                                                      1        1450      1   1582   1747.59         -   54
  bacteria    CY-NCBI-FJ661006.1#g__Calothrix.s__sp.str__Asko-14                                                      1        1486      1   1582   1888.67         -   53
  bacteria    CY-NCBI-FJ661009.1#g__Calothrix.s__sp.str__Asko-16                                                      3        1480      1   1582   1563.49         -   53
  bacteria    CY-NCBI-FJ661007.1#g__Calothrix.s__sp.str__Asko-3                                                       1        1454      1   1582   1887.65         -   54
  bacteria    CY-NCBI-AM230671.1#g__Calothrix.s__sp.str__BECID14                                                      1        1391      1   1582   1871.85         -   53
  bacteria    CY-NCBI-AM230682.1#g__Calothrix.s__sp.str__BECID16                                                      1        1433      1   1582   1883.42         -   54
  bacteria    CY-NCBI-AM230702.1#g__Calothrix.s__sp.str__BECID18                                                      1        1429      1   1582   1846.98         -   54
  bacteria    CY-NCBI-AM230680.1#g__Calothrix.s__sp.str__BECID1                                                       1        1442      1   1582   1918.12         -   54
  bacteria    CY-NCBI-AM230696.1#g__Calothrix.s__sp.str__BECID21                                                      1        1419      1   1582   1712.46         -   53
  bacteria    CY-NCBI-AM230695.1#g__Calothrix.s__sp.str__BECID26                                                      1        1413      1   1582   1808.98         -   53
  bacteria    CY-NCBI-AM230685.1#g__Calothrix.s__sp.str__BECID30                                                      1        1406      1   1582   1826.95         -   54
  bacteria    CY-NCBI-AM230683.1#g__Calothrix.s__sp.str__BECID33                                                      1        1468      1   1582   1963.54         -   54
  bacteria    CY-NCBI-AM230690.1#g__Calothrix.s__sp.str__BECID4                                                       5        1438      1   1582   1864.66         -   53
  bacteria    CY-NCBI-AM230691.1#g__Calothrix.s__sp.str__BECID6                                                       5        1405      1   1582   1802.01         -   53
  bacteria    CY-NCBI-AM230688.1#g__Calothrix.s__sp.str__BECID9                                                       7        1410      1   1582   1810.12         -   53
  bacteria    CY-NCBI-AM230687.1#g__Calothrix.s__sp.str__BIR-LS4                                                      1        1432      1   1582   1809.01         -   53
  bacteria    CY-NCBI-AM230686.1#g__Calothrix.s__sp.str__BIR-LS5                                                      1        1444      1   1582   1754.37         -   53
  bacteria    CY-NCBI-AM230697.1#g__Calothrix.s__sp.str__CAL3361                                                      1        1439      1   1582   1844.67         -   53
  bacteria    CY-NCBI-AM230684.1#g__Calothrix.s__sp.str__CAL3363                                                     11        1429      1   1582   1883.63         -   55
  bacteria    CY-NCBI-JX088109.1#g__Calothrix.s__sp.str__CAWBG78                                                      1        1384      1   1582   1812.27         -   55
  bacteria    CY-NCBI-JX088110.1#g__Calothrix.s__sp.str__CAWBG80                                                      1        1382      1   1582   1784.01         -   55
  bacteria    CY-NCBI-HF678491.1#g__Calothrix.s__sp.str__CCAP-1410-3                                                  1        1474      1   1582   1985.55         -   54
  bacteria    CY-NCBI-HF678500.1#g__Calothrix.s__sp.str__CCAP-1410-14                                                 1        1473      1   1582   1999.40         -   55
  bacteria    CY-NCBI-HF678513.1#g__Calothrix.s__sp.str__CCAP-1410-5                                                  1        1473      1   1582   2028.98         -   54
  bacteria    CY-NCBI-KP835531.1#g__Calothrix.s__sp.str__CENA127                                                      1        1410      1   1582   1819.59         -   52
  bacteria    CY-NCBI-KP835531.1#g__Calothrix.s__sp.str__CENA127                                                   1225        1200      1   1582      0.20         -   38
  bacteria    CY-NCBI-JQ687339.1#g__Calothrix.s__sp.str__CYN89                                                        1        1276      1   1582   1672.59         -   53
  bacteria    CY-NCBI-KT232077.1#g__Calothrix.s__sp.str__GUEco1001                                                    1        1418      1   1582   1768.55         -   53
  bacteria    CY-NCBI-KT232077.1#g__Calothrix.s__sp.str__GUEco1001                                                  194         170      1   1582      2.20         -   52
  bacteria    CY-NCBI-HQ847581.1#g__Calothrix.s__sp.str__HA4186-MV5                                                   3        1474      1   1582   1935.89         -   52
  bacteria    CY-NCBI-HQ847581.1#g__Calothrix.s__sp.str__HA4186-MV5                                                1242        1217      1   1582      0.20         -   38
  bacteria    CY-NCBI-JN385289.1#g__Goleter.s__apudmare.str__HA4356-MV2                                               3        1477      1   1582   2003.85         -   55
  bacteria    CY-NCBI-HQ847572.1#g__Calothrix.s__sp.str__HA4395-MV3                                                   3        1474      1   1582   1925.99         -   52
  bacteria    CY-NCBI-HQ847572.1#g__Calothrix.s__sp.str__HA4395-MV3                                                1242        1217      1   1582      0.20         -   38
  bacteria    CY-NCBI-AB694935.1#g__Calothrix.s__sp.str__HK-06                                                        1        1429      1   1582   1827.58         -   52
  bacteria    CY-NCBI-AB694935.1#g__Calothrix.s__sp.str__HK-06                                                     1218        1193      1   1582      0.20         -   38
  bacteria    CY-NCBI-EU022730.1#g__Calothrix.s__sp.str__KVSF5                                                        1        1484      1   1582   1977.57         -   53
  bacteria    CY-NCBI-AB275345.1#g__Calothrix.s__sp.str__Mk1-C1                                                       1        1394      1   1582   1824.54         -   54
  bacteria    CY-NCBI-EU009152.1#g__Calothrix.s__sp.str__UAM315                                                       1        1445      1   1582   1810.23         -   53
  bacteria    CY-NCBI-EU009152.1#g__Calothrix.s__sp.str__UAM315                                                    1215        1190      1   1582     -0.94         -   38
  bacteria    CY-IMG-2776157610#g__Calothrix.s__sp.str__NIES-4071                                                     1        1491      1   1582   1952.41         -   53
  bacteria    CY-IMG-2776157610#g__Calothrix.s__sp.str__NIES-4071                                                  1257        1232      1   1582      0.20         -   42
  bacteria    CY-IMG-2776158841#g__Calothrix.s__sp.str__NIES-4071                                                     1        1491      1   1582   1954.64         -   52
  bacteria    CY-IMG-2776158841#g__Calothrix.s__sp.str__NIES-4071                                                  1257        1232      1   1582      0.20         -   42
  bacteria    CY-IMG-2776161474#g__Calothrix.s__sp.str__NIES-4071                                                     1        1490      1   1582   1963.52         -   52
  bacteria    CY-IMG-2776161474#g__Calothrix.s__sp.str__NIES-4071                                                  1256        1231      1   1582      0.20         -   42
  bacteria    CY-IMG-2776188976#g__Calothrix.s__sp.str__NIES-2098                                                     1        1489      1   1582   2039.92         -   54
  bacteria    CY-IMG-2776147031#g__Calothrix.s__sp.str__NIES-2100                                                     1        1491      1   1582   1990.51         -   55
  bacteria    CY-IMG-2776147305#g__Calothrix.s__sp.str__NIES-2100                                                     1        1491      1   1582   1991.90         -   54
  bacteria    CY-IMG-2776194314#g__Calothrix.s__sp.str__NIES-3974                                                     1        1489      1   1582   1996.60         -   54
  bacteria    CY-IMG-2776165915#g__Calothrix.s__sp.str__NIES-4101                                                     1        1492      1   1582   2008.25         -   53
  bacteria    CY-NCBI-KJ636964.1#g__Calothrix.s__sp.str__NQAIF310                                                     1        1339      1   1582   1738.26         -   52
  bacteria    CY-NCBI-KJ636964.1#g__Calothrix.s__sp.str__NQAIF310                                                  1201        1176      1   1582      0.20         -   35
  bacteria    CY-IMG-2504094582#g__Calothrix.s__sp.str__PCC6303                                                       1        1476      1   1582   1956.86         -   53
  bacteria    CY-IMG-2504097184#g__Calothrix.s__sp.str__PCC6303                                                       1        1477      1   1582   1941.38         -   53
  bacteria    CY-IMG-2507477680#g__Calothrix.s__sp.str__PCC7103                                                       1        1365      1   1582   1777.65         -   52
  bacteria    CY-IMG-2507477680#g__Calothrix.s__sp.str__PCC7103                                                    1234        1209      1   1582      0.20         -   38
  bacteria    CY-IMG-2507478628#g__Calothrix.s__sp.str__PCC7103                                                       1        1364      1   1582   1755.92         -   52
  bacteria    CY-IMG-2507478628#g__Calothrix.s__sp.str__PCC7103                                                    1233        1208      1   1582      0.20         -   38
  bacteria    CY-IMG-2507479433#g__Calothrix.s__sp.str__PCC7103                                                       1        1363      1   1582   1720.23         -   52
  bacteria    CY-IMG-2507479433#g__Calothrix.s__sp.str__PCC7103                                                    1232        1207      1   1582      0.20         -   38
  bacteria    CY-IMG-2507480667#g__Calothrix.s__sp.str__PCC7103                                                       1        1365      1   1582   1774.91         -   52
  bacteria    CY-IMG-2507480667#g__Calothrix.s__sp.str__PCC7103                                                    1234        1209      1   1582      0.20         -   38
  bacteria    CY-IMG-2505800025#g__Calothrix.s__sp.str__PCC7507                                                       1        1480      1   1582   2010.07         -   55
  bacteria    CY-IMG-2505803221#g__Calothrix.s__sp.str__PCC7507                                                       1        1480      1   1582   2002.40         -   55
  bacteria    CY-NCBI-AJ133164.1#g__Calothrix.s__sp.str__PCC7714                                                      1        1441      1   1582   1850.15         -   53
  bacteria    CY-NCBI-AJ133164.1#g__Calothrix.s__sp.str__PCC7714                                                    191         167      1   1582      2.20         -   52
  bacteria    CY-NCBI-KM019959.1#g__Calothrix.s__sp.str__PCC7715                                                      1        1458      1   1582   1891.94         -   52
  bacteria    CY-NCBI-KM019959.1#g__Calothrix.s__sp.str__PCC7715                                                   1225        1200      1   1582      0.20         -   38
  bacteria    CY-NCBI-GQ859625.1#g__Calothrix.s__sp.str__PMC232-04                                                    1        1280      1   1582   1634.87         -   53
  bacteria    CY-NCBI-GQ859627.1#g__Calothrix.s__sp.str__PMC232-04                                                    1        1281      1   1582   1714.24         -   54
  bacteria    CY-NCBI-KP681563.1#g__Calothrix.s__sp.str__RN41                                                         1        1400      1   1582   1827.45         -   53
  bacteria    CY-NCBI-KP681563.1#g__Calothrix.s__sp.str__RN41                                                      1168        1143      1   1582      0.20         -   38
  bacteria    CY-NCBI-KM019958.1#g__Calothrix.s__sp.str__SAG38-79                                                     1        1458      1   1582   1884.14         -   52
  bacteria    CY-NCBI-KM019958.1#g__Calothrix.s__sp.str__SAG38-79                                                  1225        1200      1   1582      0.20         -   38
  bacteria    CY-NCBI-KP890768.1#g__Calothrix.s__sp.str__SERB46                                                       1        1459      1   1582   1504.47         -   56
  bacteria    CY-NCBI-KR709126.1#g__Calothrix.s__sp.str__SN438                                                        6        1408      1   1582   1724.51         -   54
  bacteria    CY-NCBI-EU009154.1#g__Calothrix.s__sp.str__UAM372                                                       1        1373      1   1582   1754.67         -   52
  bacteria    CY-NCBI-EU009154.1#g__Calothrix.s__sp.str__UAM372                                                    1165        1140      1   1582      0.20         -   38
  bacteria    CY-NCBI-HM751843.1#g__Calothrix.s__sp.str__UAM345                                                       1        1264      1   1582   1707.14         -   53
  bacteria    CY-NCBI-HM751855.1#g__Calothrix.s__sp.str__UAM373                                                       1        1477      1   1582   1932.25         -   53
  bacteria    CY-NCBI-HM751855.1#g__Calothrix.s__sp.str__UAM373                                                    1245        1220      1   1582      0.20         -   38
  bacteria    CY-NCBI-HM751856.1#g__Calothrix.s__sp.str__UAM374                                                       1        1480      1   1582   1992.62         -   53
  bacteria    CY-NCBI-AM230681.1#g__Calothrix.s__sp.str__UKK3412                                                      1        1437      1   1582   1914.79         -   54
  bacteria    CY-NCBI-AM230698.1#g__Calothrix.s__sp.str__XP11C                                                       13        1447      1   1582   1842.81         -   53
  bacteria    CY-NCBI-AM230689.1#g__Calothrix.s__sp.str__XP2B                                                         1        1415      1   1582   1810.65         -   53
  bacteria    CY-NCBI-AM230692.1#g__Calothrix.s__sp.str__XP4B                                                         5        1438      1   1582   1882.23         -   53
  bacteria    CY-NCBI-AM230670.1#g__Calothrix.s__sp.str__XP9A                                                         3        1444      1   1582   1963.91         -   53
  bacteria    CY-NCBI-AM230679.1#g__Calothrix.s__sp.str__XSP10A                                                       1        1416      1   1582   1825.05         -   54
  bacteria    CY-IMG-2619200811#g__Candidatus-Atelocyanobacterium.s__thalassa.str__SIO64986                           1        1491      1   1582   2040.77         -   54
  bacteria    CY-NCBI-DABH01000068.1#g__Candidatus-Gastranaerophilales.s__bacterium.str__HUM-10                       1        1519      1   1582   1910.31         -   53
  bacteria    CY-NCBI-DABJ01000015.1#g__Candidatus-Gastranaerophilales.s__bacterium.str__HUM-12                       1        1523      1   1582   1947.91         -   53
  bacteria    CY-NCBI-DABA01000013.1#g__Candidatus-Gastranaerophilales.s__bacterium.str__HUM-3                        1        1523      1   1582   1937.18         -   53
  bacteria    CY-NCBI-DABC01000034.1#g__Candidatus-Gastranaerophilales.s__bacterium.str__HUM-5                        1        1523      1   1582   1944.73         -   53
  bacteria    CY-NCBI-UNSI01000010.1#g__Candidatus-Gastranaerophilales.s__bacterium.str__UMGS1079                     1        1521      1   1582   1924.17         -   53
  bacteria    CY-NCBI-BEIT01000002.1#g__Candidatus-Gastranaerophilales.s__sp.str__ex-Termes-propinquus                1        1516      1   1582   1920.11         -   53
  bacteria    CY-IMG-2719356416#g__Gloeomargarita.s__lithophora.str__Alchichica-D10                                   1        1491      1   1582   2038.96         -   58
  bacteria    CY-NCBI-MFRH01000040.1#g__Candidatus-Riflemargulisbacteria.s__bacterium.str__GWF2-35-9                  4        1533      1   1582   2018.24         -   52
  bacteria    CY-NCBI-BGZM01000003.1#g__Candidatus-Termititenax.s__spirochaetophilus.str__                            1        1459      1   1582   1766.34         -   50
  bacteria    CY-NCBI-BGZN01000018.1#g__Candidatus-Termititenax.s__aidoneus.str__                                     1        1432      1   1582   1732.95         -   50
  bacteria    CY-NCBI-BGZO01000002.1#g__Candidatus-Termititenax.s__persephonae.str__                                  1        1527      1   1582   1868.37         -   51
  bacteria    CY-NCBI-QKMY01000082.1#g__Candidatus-Margulisbacteria.s__bacterium.str__RAAC-38-40                      3        1529      1   1582   1986.30         -   53
  bacteria    CY-NCBI-QKMY01000082.1#g__Candidatus-Margulisbacteria.s__bacterium.str__RAAC-38-40                    492         474      1   1582      0.76         -   53
  bacteria    CY-NCBI-QFBU01000001.1#g__Candidatus-Marinamargulisbacteria.s__bacterium.str__SCGC-AAA071-K20           3        1501      1   1582   1983.92         -   51
  bacteria    CY-NCBI-QFBP01000009.1#g__Candidatus-Marinamargulisbacteria.s__bacterium.str__SCGC-AG-333-B06           1        1529      1   1582   1949.27         -   50
  bacteria    CY-NCBI-QFBQ01000014.1#g__Candidatus-Marinamargulisbacteria.s__bacterium.str__SCGC-AG-343-D04           1        1525      1   1582   1957.64         -   50
  bacteria    CY-NCBI-QFBQ01000014.1#g__Candidatus-Marinamargulisbacteria.s__bacterium.str__SCGC-AG-343-D04         600         585      1   1582      0.67         -   38
  bacteria    CY-NCBI-QFBO01000002.1#g__Candidatus-Marinamargulisbacteria.s__bacterium.str__SCGC-AG-343-K17           1        1535      1   1582   1987.66         -   51
  bacteria    CY-NCBI-QFBS01000032.1#g__Candidatus-Marinamargulisbacteria.s__bacterium.str__SCGC-AG-410-N11           6        1520      1   1582   1864.44         -   50
  bacteria    CY-NCBI-QFBS01000032.1#g__Candidatus-Marinamargulisbacteria.s__bacterium.str__SCGC-AG-410-N11         206         199      1   1582     -0.68         -   38
  bacteria    CY-NCBI-QFBT01000040.1#g__Candidatus-Marinamargulisbacteria.s__bacterium.str__SCGC-AG-439-L15           1        1534      1   1582   1955.64         -   50
  bacteria    CY-NCBI-QKMZ01000005.1#g__Candidatus-Melainabacteria.s__bacterium.str__BJP-IG3402-49-16                 1        1508      1   1582   1985.04         -   54
  bacteria    CY-NCBI-QKMZ01000005.1#g__Candidatus-Melainabacteria.s__bacterium.str__BJP-IG3402-49-16               231         190      1   1582      2.38         -   52
  bacteria    CY-NCBI-MFRJ01000085.1#g__Candidatus-Melainabacteria.s__bacterium.str__GWA2-34-9                        1        1521      1   1582   1989.06         -   52
  bacteria    CY-NCBI-MFRQ01000138.1#g__Candidatus-Melainabacteria.s__bacterium.str__RIFOXYA2-FULL-32-9               1        1522      1   1582   2037.03         -   53
  bacteria    CY-IMG-2593281698#g__Candidatus-Synechococcus.s__spongiarum.str__LMB-bulk10D                            1        1365      1   1582   1834.28         -   54
  bacteria    CY-IMG-2569961761#g__Candidatus-Synechococcus.s__spongiarum.str__SH4                                    1        1365      1   1582   1826.70         -   54
  bacteria    CY-NCBI-KJ994514.1#g__Cephalothrix.s__komarekiana.str__CCIBt-3277                                       1        1461      1   1582   1906.00         -   56
  bacteria    CY-NCBI-KJ994514.1#g__Cephalothrix.s__komarekiana.str__CCIBt-3277                                     561         546      1   1582      0.13         -   38
